Season_Code,Competition_Name,Matchday_Number,Match_Date,Venue_HA,Team_Name,Opponent_Team,Match_Result,Player_Position,Goal_Minute,Score_When_Scored,Goal_Type,Goal_Assist_By,Full_Time_Home_Score,Full_Time_Away_Score,Score_Home,Score_Away
2017/18,UEFA Champions League,Group Stage,2017-10-18,H,FC Barcelona,Olympiacos Piraeus,3:01,CF,61,2:00,Direct free kick,No assist,3,1,2,0
2017/18,LaLiga,10,2017-10-28,A,FC Barcelona,Athletic Bilbao,0:02,SS ,37,0:01,Left-footed shot,Jordi Alba,0,2,0,1
2017/18,LaLiga,14,2017-12-02,H,FC Barcelona,Celta de Vigo,2:02,SS,22,1:01,Left-footed shot,Paulinho,2,2,1,1
2017/18,LaLiga,15,2017-12-10,A,FC Barcelona,Villarreal CF,0:02,RW ,83,0:02,Left-footed shot,Sergio Busquets,0,2,0,2
2017/18,LaLiga,17,2017-12-23,A,FC Barcelona,Real Madrid,0:03,SS,64,0:02,Penalty,No assist,0,3,0,2
2017/18,LaLiga,18,2018-01-07,H,FC Barcelona,Levante UD,3:00,SS,12,1:00,Left-footed shot,Jordi Alba,3,0,1,0
2017/18,Copa del Rey,last 16,2018-01-11,H,FC Barcelona,Celta de Vigo,5:00,SS,13,1:00,Left-footed shot,Jordi Alba,5,0,1,0
2017/18,Copa del Rey,last 16,2018-01-11,H,FC Barcelona,Celta de Vigo,5:00,SS,15,2:00,Left-footed shot,Jordi Alba,5,0,2,0
2017/18,LaLiga,19,2018-01-14,A,FC Barcelona,Real Sociedad,2:04,SS ,85,2:04,Direct free kick,No assist,2,4,2,4
2017/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,0:05,SS ,64,0:02,Left-footed shot,Sergio Busquets,0,5,0,2
2017/18,LaLiga,20,2018-01-21,A,FC Barcelona,Real Betis Balompie,0:05,SS ,80,0:04,Left-footed shot,Luis Suarez,0,5,0,4
2017/18,Copa del Rey,Quarter-Finals,2018-01-25,H,FC Barcelona,RCD Espanyol Barcelona,2:00,SS,25,2:00,Deflected shot on goal,No assist,2,0,2,0
2017/18,LaLiga,21,2018-01-28,H,FC Barcelona,Deportivo Alaves,2:01,SS,84,2:01,Direct free kick,No assist,2,1,2,1
2017/18,UEFA Champions League,last 16,2018-02-20,A,FC Barcelona,Chelsea FC,1:01,SS,75,1:01,Left-footed shot,Andres Iniesta,1,1,1,1
2017/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,6:01,SS ,30,2:01,Left-footed shot,Luis Suarez,6,1,2,1
2017/18,LaLiga,25,2018-02-24,H,FC Barcelona,Girona FC,6:01,SS ,36,3:01,Direct free kick,No assist,6,1,3,1
2017/18,LaLiga,26,2018-03-01,A,FC Barcelona,UD Las Palmas,1:01,SS,21,0:01,Direct free kick,No assist,1,1,0,1
2017/18,LaLiga,27,2018-03-04,H,FC Barcelona,Atletico de Madrid,1:00,SS,26,1:00,Direct free kick,No assist,1,0,1,0
2017/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,3:00,SS,3,1:00,Right-footed shot,Luis Suarez,3,0,1,0
2017/18,UEFA Champions League,last 16,2018-03-14,H,FC Barcelona,Chelsea FC,3:00,SS,63,3:00,Left-footed shot,Luis Suarez,3,0,3,0
2017/18,LaLiga,29,2018-03-18,H,FC Barcelona,Athletic Bilbao,2:00,SS ,30,2:00,Left-footed shot,Ousmane Dembele,2,0,2,0
2017/18,LaLiga,30,2018-03-31,A,FC Barcelona,Sevilla FC,2:02,RW,89,2:02,Left-footed shot,Philippe Coutinho,2,2,2,2
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,27,1:00,Direct free kick,No assist,3,1,1,0
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,32,2:00,Left-footed shot,Philippe Coutinho,3,1,2,0
2017/18,LaLiga,31,2018-04-07,H,FC Barcelona,CD Leganes,3:01,SS ,87,3:01,Left-footed shot,Ousmane Dembele,3,1,3,1
2017/18,Copa del Rey,Final,2018-04-21,A,FC Barcelona,Sevilla FC,0:05,SS,31,0:02,Left-footed shot,Jordi Alba,0,5,0,2
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,38,0:02,Left-footed shot,Luis Suarez,2,4,0,2
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,82,2:03,Right-footed shot,Luis Suarez,2,4,2,3
2017/18,LaLiga,35,2018-04-29,A,FC Barcelona,Deportivo de La Coruaa,2:04,CF ,85,2:04,Left-footed shot,Luis Suarez,2,4,2,4
2017/18,LaLiga,36,2018-05-06,H,FC Barcelona,Real Madrid,2:02,SS,52,2:01,Left-footed shot,Luis Suarez,2,2,2,1
2017/18,LaLiga,34,2018-05-09,H,FC Barcelona,Villarreal CF,5:01,CF,45,3:00,Left-footed shot,Andres Iniesta,5,1,3,0
2018/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,3:00,RW ,64,1:00,Direct free kick,No assist,3,0,1,0
2018/19,LaLiga,1,2018-08-18,H,FC Barcelona,Deportivo Alaves,3:00,RW ,90+2,3:00,Left-footed shot,Luis Suarez,3,0,3,0
2018/19,LaLiga,3,2018-09-02,H,FC Barcelona,SD Huesca,8:02,RW ,16,1:01,Right-footed shot,Ivan Rakitic,8,2,1,1
2018/19,LaLiga,3,2018-09-02,H,FC Barcelona,SD Huesca,8:02,RW ,61,6:02,Left-footed shot,Philippe Coutinho,8,2,6,2
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,31,1:00,Direct free kick,No assist,4,0,1,0
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,77,3:00,Left-footed shot,Ivan Rakitic,4,0,3,0
2018/19,UEFA Champions League,Group Stage,2018-09-18,H,FC Barcelona,PSV Eindhoven,4:00,RW ,87,4:00,Right-footed shot,Luis Suarez,4,0,4,0
2018/19,LaLiga,5,2018-09-23,H,FC Barcelona,Girona FC,2:02,RW ,19,1:00,Left-footed shot,Arturo Vidal,2,2,1,0
2018/19,UEFA Champions League,Group Stage,2018-10-03,A,FC Barcelona,Tottenham Hotspur,2:04,RW ,56,1:03,Left-footed shot,Jordi Alba,2,4,1,3
2018/19,UEFA Champions League,Group Stage,2018-10-03,A,FC Barcelona,Tottenham Hotspur,2:04,RW ,90,2:04,Left-footed shot,Jordi Alba,2,4,2,4
2018/19,LaLiga,8,2018-10-07,A,FC Barcelona,Valencia CF,1:01,RW ,23,1:01,Left-footed shot,Luis Suarez,1,1,1,1
2018/19,LaLiga,9,2018-10-20,H,FC Barcelona,Sevilla FC,4:02,RW ,12,2:00,Left-footed shot,Luis Suarez,4,2,2,0
2018/19,LaLiga,12,2018-11-11,H,FC Barcelona,Real Betis Balompie,3:04,SS ,68,1:02,Penalty,No assist,3,4,1,2
2018/19,LaLiga,12,2018-11-11,H,FC Barcelona,Real Betis Balompie,3:04,SS ,90+4,3:04,Left-footed shot,Arturo Vidal,3,4,3,4
2018/19,UEFA Champions League,Group Stage,2018-11-28,A,FC Barcelona,PSV Eindhoven,1:02,CF ,61,0:01,Left-footed shot,Ousmane Dembele,1,2,0,1
2018/19,LaLiga,15,2018-12-08,A,FC Barcelona,RCD Espanyol Barcelona,0:04,RW ,17,0:01,Direct free kick,No assist,0,4,0,1
2018/19,LaLiga,15,2018-12-08,A,FC Barcelona,RCD Espanyol Barcelona,0:04,RW ,65,0:04,Direct free kick,No assist,0,4,0,4
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,43,0:02,Right-footed shot,Sergio Busquets,0,5,0,2
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,47,0:03,Left-footed shot,No assist,0,5,0,3
2018/19,LaLiga,16,2018-12-16,A,FC Barcelona,Levante UD,0:05,SS ,60,0:04,Left-footed shot,Arturo Vidal,0,5,0,4
2018/19,LaLiga,17,2018-12-22,H,FC Barcelona,Celta de Vigo,2:00,RW ,45,2:00,Left-footed shot,Jordi Alba,2,0,2,0
2018/19,LaLiga,18,2019-01-06,A,FC Barcelona,Getafe CF,1:02,RW ,20,0:01,Left-footed shot,No assist,1,2,0,1
2018/19,LaLiga,19,2019-01-13,H,FC Barcelona,SD Eibar,3:00,RW ,53,2:00,Left-footed shot,Luis Suarez,3,0,2,0
2018/19,Copa del Rey,last 16,2019-01-17,H,FC Barcelona,Levante UD,3:00,CF ,54,3:00,Left-footed shot,Nelson Semedo,3,0,3,0
2018/19,LaLiga,20,2019-01-20,H,FC Barcelona,CD Leganes,3:01,SS,90+2,3:01,Right-footed shot,Jordi Alba,3,1,3,1
2018/19,LaLiga,21,2019-01-27,A,FC Barcelona,Girona FC,0:02,RW ,69,0:02,Left-footed shot,Jordi Alba,0,2,0,2
2018/19,Copa del Rey,Quarter-Finals,2019-01-30,H,FC Barcelona,Sevilla FC,6:01,RW ,90+2,6:01,Left-footed shot,Jordi Alba,6,1,6,1
2018/19,LaLiga,22,2019-02-02,H,FC Barcelona,Valencia CF,2:02,RW ,39,1:02,Penalty,No assist,2,2,1,2
2018/19,LaLiga,22,2019-02-02,H,FC Barcelona,Valencia CF,2:02,RW ,64,2:02,Left-footed shot,Arturo Vidal,2,2,2,2
2018/19,LaLiga,24,2019-02-16,H,FC Barcelona,Real Valladolid CF,1:00,RW ,43,1:00,Penalty,No assist,1,0,1,0
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,26,1:01,Left-footed shot,Ivan Rakitic,2,4,1,1
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,67,2:02,Right-footed shot,Ousmane Dembele,2,4,2,2
2018/19,LaLiga,25,2019-02-23,A,FC Barcelona,Sevilla FC,2:04,RW ,85,2:03,Left-footed shot,No assist,2,4,2,3
2018/19,LaLiga,27,2019-03-09,H,FC Barcelona,Rayo Vallecano,3:01,RW ,51,2:01,Penalty,No assist,3,1,2,1
2018/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,5:01,RW ,18,1:00,Penalty,No assist,5,1,1,0
2018/19,UEFA Champions League,last 16,2019-03-13,H,FC Barcelona,Olympique Lyon,5:01,RW ,78,3:01,Right-footed shot,Sergio Busquets,5,1,3,1
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,18,0:01,Direct free kick,No assist,1,4,0,1
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,45+2,0:02,Left-footed shot,Luis Suarez,1,4,0,2
2018/19,LaLiga,28,2019-03-17,A,FC Barcelona,Real Betis Balompie,1:04,SS ,85,1:04,Left-footed shot,Ivan Rakitic,1,4,1,4
2018/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,2:00,RW ,71,1:00,Direct free kick,No assist,2,0,1,0
2018/19,LaLiga,29,2019-03-30,H,FC Barcelona,RCD Espanyol Barcelona,2:00,RW ,89,2:00,Left-footed shot,Malcom,2,0,2,0
2018/19,LaLiga,30,2019-04-02,A,FC Barcelona,Villarreal CF,4:04,RW,90,4:03,Direct free kick,No assist,4,4,4,3
2018/19,LaLiga,31,2019-04-06,H,FC Barcelona,Atletico de Madrid,2:00,SS ,87,2:00,Left-footed shot,No assist,2,0,2,0
2018/19,UEFA Champions League,Quarter-Finals,2019-04-16,H,FC Barcelona,Manchester United,3:00,RW ,16,1:00,Left-footed shot,No assist,3,0,1,0
2018/19,UEFA Champions League,Quarter-Finals,2019-04-16,H,FC Barcelona,Manchester United,3:00,RW ,20,2:00,Right-footed shot,No assist,3,0,2,0
2018/19,LaLiga,35,2019-04-27,H,FC Barcelona,Levante UD,1:00,RW,62,1:00,Left-footed shot,Arturo Vidal,1,0,1,0
2018/19,UEFA Champions League,Semi-Finals,2019-05-01,H,FC Barcelona,Liverpool FC,3:00,RW ,75,2:00,Left-footed shot,Luis Suarez,3,0,2,0
2018/19,UEFA Champions League,Semi-Finals,2019-05-01,H,FC Barcelona,Liverpool FC,3:00,RW ,82,3:00,Direct free kick,No assist,3,0,3,0
2018/19,LaLiga,38,2019-05-19,A,FC Barcelona,SD Eibar,2:02,CF ,31,1:01,Left-footed shot,Arturo Vidal,2,2,1,1
2018/19,LaLiga,38,2019-05-19,A,FC Barcelona,SD Eibar,2:02,CF ,32,1:02,Left-footed shot,Ivan Rakitic,2,2,1,2
2018/19,Copa del Rey,Final,2019-05-25,H,FC Barcelona,Valencia CF,1:02,CF ,73,1:02,Left-footed shot,Clement Lenglet,1,2,1,2
2019/20,LaLiga,8,2019-10-06,H,FC Barcelona,Sevilla FC,4:00,RW ,78,4:00,Direct free kick,No assist,4,0,4,0
2019/20,LaLiga,9,2019-10-19,A,FC Barcelona,SD Eibar,0:03,RW ,58,0:02,Left-footed shot,Antoine Griezmann,0,3,0,2
2019/20,UEFA Champions League,Group Stage,2019-10-23,A,FC Barcelona,SK Slavia Prague,1:02,RW ,3,0:01,Left-footed shot,Arthur,1,2,0,1
2019/20,LaLiga,11,2019-10-29,H,FC Barcelona,Real Valladolid CF,5:01,RW ,34,3:01,Direct free kick,No assist,5,1,3,1
2019/20,LaLiga,11,2019-10-29,H,FC Barcelona,Real Valladolid CF,5:01,RW ,75,4:01,Left-footed shot,Ivan Rakitic,5,1,4,1
2019/20,LaLiga,12,2019-11-02,A,FC Barcelona,Levante UD,3:01,RW ,38,0:01,Penalty,No assist,3,1,0,1
2019/20,LaLiga,13,2019-11-09,H,FC Barcelona,Celta de Vigo,4:01,RW ,23,1:00,Penalty,No assist,4,1,1,0
2019/20,LaLiga,13,2019-11-09,H,FC Barcelona,Celta de Vigo,4:01,RW ,45+1,2:01,Direct free kick,No assist,4,1,2,1
2019/20,LaLiga,13,2019-11-09,H,FC Barcelona,Celta de Vigo,4:01,RW ,48,3:01,Direct free kick,No assist,4,1,3,1
2019/20,UEFA Champions League,Group Stage,2019-11-27,H,FC Barcelona,Borussia Dortmund,3:01,RW ,33,2:00,Left-footed shot,Luis Suarez,3,1,2,0
2019/20,LaLiga,15,2019-12-01,A,FC Barcelona,Atletico de Madrid,0:01,RW ,86,0:01,Left-footed shot,Luis Suarez,0,1,0,1
2019/20,LaLiga,16,2019-12-07,H,FC Barcelona,RCD Mallorca,5:02,RW ,17,2:00,Left-footed shot,Antoine Griezmann,5,2,2,0
2019/20,LaLiga,16,2019-12-07,H,FC Barcelona,RCD Mallorca,5:02,RW ,41,3:01,Left-footed shot,Ivan Rakitic,5,2,3,1
2019/20,LaLiga,16,2019-12-07,H,FC Barcelona,RCD Mallorca,5:02,RW ,83,5:02,Left-footed shot,Luis Suarez,5,2,5,2
2019/20,LaLiga,18,2019-12-21,H,FC Barcelona,Deportivo Alaves,4:01,RW ,69,3:01,Left-footed shot,Luis Suarez,4,1,3,1
2019/20,Supercopa,Semi-Finals,2020-01-09,H,FC Barcelona,Atletico de Madrid,2:03,RW ,51,1:01,Right-footed shot,Luis Suarez,2,3,1,1
2019/20,LaLiga,20,2020-01-19,H,FC Barcelona,Granada CF,1:00,CF ,76,1:00,Right-footed shot,Arturo Vidal,1,0,1,0
2019/20,Copa del Rey,Round of 16,2020-01-30,H,FC Barcelona,CD Leganes,5:00,RW ,59,3:00,Left-footed shot,Frenkie de Jong,5,0,3,0
2019/20,Copa del Rey,Round of 16,2020-01-30,H,FC Barcelona,CD Leganes,5:00,RW ,89,5:00,Left-footed shot,Ivan Rakitic,5,0,5,0
2019/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,5:00,SS ,14,1:00,Left-footed shot,Ivan Rakitic,5,0,1,0
2019/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,5:00,SS ,37,2:00,Left-footed shot,Arturo Vidal,5,0,2,0
2019/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,5:00,SS ,40,3:00,Left-footed shot,No assist,5,0,3,0
2019/20,LaLiga,25,2020-02-22,H,FC Barcelona,SD Eibar,5:00,SS ,87,4:00,Left-footed shot,No assist,5,0,4,0
2019/20,LaLiga,27,2020-03-07,H,FC Barcelona,Real Sociedad,1:00,CF ,81,1:00,Penalty,No assist,1,0,1,0
2019/20,LaLiga,28,2020-06-13,A,FC Barcelona,RCD Mallorca,0:04,RW ,90+3,0:04,Right-footed shot,Luis Suarez,0,4,0,4
2019/20,LaLiga,29,2020-06-16,H,FC Barcelona,CD Leganes,2:00,RW ,69,2:00,Penalty,No assist,2,0,2,0
2019/20,LaLiga,33,2020-06-30,H,FC Barcelona,Atletico de Madrid,2:02,SS ,50,2:01,Penalty,No assist,2,2,2,1
2019/20,LaLiga,37,2020-07-16,H,FC Barcelona,CA Osasuna,1:02,RW ,62,1:01,Direct free kick,No assist,1,2,1,1
2019/20,LaLiga,38,2020-07-19,A,FC Barcelona,Deportivo Alaves,0:05,RW ,34,0:02,Left-footed shot,Riqui Puig,0,5,0,2
2019/20,LaLiga,38,2020-07-19,A,FC Barcelona,Deportivo Alaves,0:05,RW ,75,0:05,Left-footed shot,Jordi Alba,0,5,0,5
2019/20,UEFA Champions League,last 16,2020-08-08,H,FC Barcelona,SSC Napoli,3:01,SS ,23,2:00,Left-footed shot,No assist,3,1,2,0
2020/21,LaLiga,3,2020-09-27,H,FC Barcelona,Villarreal CF,4:00,CF ,35,3:00,Penalty,No assist,4,0,3,0
2020/21,UEFA Champions League,Group Stage,2020-10-20,H,FC Barcelona,Ferencvarosi TC,5:01,CF ,27,1:00,Penalty,No assist,5,1,1,0
2020/21,UEFA Champions League,Group Stage,2020-10-28,A,FC Barcelona,Juventus FC,0:02,CF ,90+1,0:02,Penalty,No assist,0,2,0,2
2020/21,UEFA Champions League,Group Stage,2020-11-04,H,FC Barcelona,Dynamo Kyiv,2:01,RW ,5,1:00,Penalty,No assist,2,1,1,0
2020/21,LaLiga,9,2020-11-07,H,FC Barcelona,Real Betis Balompie,5:02,CF,61,3:01,Penalty,No assist,5,2,3,1
2020/21,LaLiga,9,2020-11-07,H,FC Barcelona,Real Betis Balompie,5:02,CF,82,4:02,Left-footed shot,Sergi Roberto,5,2,4,2
2020/21,LaLiga,11,2020-11-29,H,FC Barcelona,CA Osasuna,4:00,RW ,73,4:00,Left-footed shot,Francisco TrincÃÂ£o,4,0,4,0
2020/21,LaLiga,13,2020-12-13,H,FC Barcelona,Levante UD,1:00,CF ,76,1:00,Left-footed shot,Frenkie de Jong,1,0,1,0
2020/21,LaLiga,14,2020-12-19,H,FC Barcelona,Valencia CF,2:02,CF ,45+4,1:01,Header,No assist,2,2,1,1
2020/21,LaLiga,15,2020-12-22,A,FC Barcelona,Real Valladolid CF,0:03,AM ,65,0:03,Left-footed shot,Pedri,0,3,0,3
2020/21,LaLiga,2,2021-01-06,A,FC Barcelona,Athletic Bilbao,2:03,CF ,38,1:02,Left-footed shot,Pedri,2,3,1,2
2020/21,LaLiga,2,2021-01-06,A,FC Barcelona,Athletic Bilbao,2:03,CF ,62,1:03,Left-footed shot,Antoine Griezmann,2,3,1,3
2020/21,LaLiga,18,2021-01-09,A,FC Barcelona,Granada CF,0:04,CF ,35,0:02,Left-footed shot,Antoine Griezmann,0,4,0,2
2020/21,LaLiga,18,2021-01-09,A,FC Barcelona,Granada CF,0:04,CF ,42,0:03,Direct free kick,No assist,0,4,0,3
2020/21,Copa del Rey,Round of 16,2021-01-27,A,FC Barcelona,Rayo Vallecano,1:02,CF ,69,1:01,Left-footed shot,Antoine Griezmann,1,2,1,1
2020/21,LaLiga,21,2021-01-31,H,FC Barcelona,Athletic Bilbao,2:01,CF ,20,1:00,Direct free kick,No assist,2,1,1,0
2020/21,LaLiga,22,2021-02-07,A,FC Barcelona,Real Betis Balompie,2:03,CF,59,1:01,Left-footed shot,Ousmane Dembele,2,3,1,1
2020/21,LaLiga,23,2021-02-13,H,FC Barcelona,Deportivo Alaves,5:01,CF ,45+1,2:00,Left-footed shot,Sergio Busquets,5,1,2,0
2020/21,LaLiga,23,2021-02-13,H,FC Barcelona,Deportivo Alaves,5:01,CF ,75,4:01,Left-footed shot,Antoine Griezmann,5,1,4,1
2020/21,UEFA Champions League,last 16,2021-02-16,H,FC Barcelona,Paris Saint-Germain,1:04,CF ,27,1:00,Penalty,No assist,1,4,1,0
2020/21,LaLiga,24,2021-02-21,H,FC Barcelona,Cadiz CF,1:01,CF ,32,1:00,Penalty,No assist,1,1,1,0
2020/21,LaLiga,1,2021-02-24,H,FC Barcelona,Elche CF,3:00,CF ,48,1:00,Left-footed shot,Martin Braithwaite,3,0,1,0
2020/21,LaLiga,1,2021-02-24,H,FC Barcelona,Elche CF,3:00,CF ,68,2:00,Left-footed shot,Frenkie de Jong,3,0,2,0
2020/21,LaLiga,25,2021-02-27,A,FC Barcelona,Sevilla FC,0:02,CF ,85,0:02,Right-footed shot,Ilaix Moriba,0,2,0,2
2020/21,UEFA Champions League,last 16,2021-03-10,A,FC Barcelona,Paris Saint-Germain,1:01,SS ,37,1:01,Long distance kick,Pedri,1,1,1,1
2020/21,LaLiga,27,2021-03-15,H,FC Barcelona,SD Huesca,4:01,SS ,13,1:00,Left-footed shot,Sergio Busquets,4,1,1,0
2020/21,LaLiga,27,2021-03-15,H,FC Barcelona,SD Huesca,4:01,SS ,90,4:01,Left-footed shot,Francisco TrincÃÂ£o,4,1,4,1
2020/21,LaLiga,28,2021-03-21,A,FC Barcelona,Real Sociedad,1:06,SS ,56,0:04,Left-footed shot,Sergio Busquets,1,6,0,4
2020/21,LaLiga,28,2021-03-21,A,FC Barcelona,Real Sociedad,1:06,SS ,89,1:06,Left-footed shot,Jordi Alba,1,6,1,6
2020/21,Copa del Rey,Final,2021-04-17,A,FC Barcelona,Athletic Bilbao,0:04,CF ,68,0:03,Left-footed shot,Frenkie de Jong,0,4,0,3
2020/21,Copa del Rey,Final,2021-04-17,A,FC Barcelona,Athletic Bilbao,0:04,CF ,72,0:04,Left-footed shot,Jordi Alba,0,4,0,4
2020/21,LaLiga,31,2021-04-22,H,FC Barcelona,Getafe CF,5:02,CF ,8,1:00,Left-footed shot,Sergio Busquets,5,2,1,0
2020/21,LaLiga,31,2021-04-22,H,FC Barcelona,Getafe CF,5:02,CF ,33,3:01,Left-footed shot,No assist,5,2,3,1
2020/21,LaLiga,33,2021-04-29,H,FC Barcelona,Granada CF,1:02,CF ,23,1:00,Left-footed shot,Antoine Griezmann,1,2,1,0
2020/21,LaLiga,34,2021-05-02,A,FC Barcelona,Valencia CF,2:03,CF ,57,1:01,Left-footed shot,No assist,2,3,1,1
2020/21,LaLiga,34,2021-05-02,A,FC Barcelona,Valencia CF,2:03,CF ,69,1:03,Direct free kick,No assist,2,3,1,3
2020/21,LaLiga,36,2021-05-11,A,FC Barcelona,Levante UD,3:03,SS ,25,0:01,Left-footed shot,No assist,3,3,0,1
2020/21,LaLiga,37,2021-05-16,H,FC Barcelona,Celta de Vigo,1:02,SS ,28,1:00,Header,Sergio Busquets,1,2,1,0
2021/22,UEFA Champions League,Group Stage,2021-09-28,H,Paris Saint-Germain,Manchester City,2:00,RW,74,2:00,Left-footed shot,Kylian Mbappe,2,0,2,0
2021/22,UEFA Champions League,Group Stage,2021-10-19,H,Paris Saint-Germain,RB Leipzig,3:02,RW,67,2:02,Left-footed shot,Kylian Mbappe,3,2,2,2
2021/22,UEFA Champions League,Group Stage,2021-10-19,H,Paris Saint-Germain,RB Leipzig,3:02,RW,74,3:02,Penalty,No assist,3,2,3,2
2021/22,Ligue 1,14,2021-11-20,H,Paris Saint-Germain,FC Nantes,3:01,RW,87,3:01,Left-footed shot,Kylian Mbappe,3,1,3,1
2021/22,UEFA Champions League,Group Stage,2021-12-07,H,Paris Saint-Germain,Club Brugge KV,4:01,CF,38,3:00,Left-footed shot,Kylian Mbappe,4,1,3,0
2021/22,UEFA Champions League,Group Stage,2021-12-07,H,Paris Saint-Germain,Club Brugge KV,4:01,CF,76,4:01,Penalty,No assist,4,1,4,1
2021/22,Ligue 1,23,2022-02-06,A,Paris Saint-Germain,LOSC Lille,1:05,CF,38,1:03,Left-footed shot,No assist,1,5,1,3
2021/22,Ligue 1,30,2022-04-03,H,Paris Saint-Germain,FC Lorient,5:01,RW,73,4:01,Left-footed shot,Kylian Mbappe,5,1,4,1
2021/22,Ligue 1,34,2022-04-23,H,Paris Saint-Germain,RC Lens,1:01,RW,68,1:00,Left-footed shot,Neymar,1,1,1,0
2021/22,Ligue 1,37,2022-05-14,A,Paris Saint-Germain,Montpellier,0:04,CF,6,0:01,Left-footed shot,Kylian MbappÃ©,0,4,0,1
2021/22,Ligue 1,37,2022-05-14,A,Paris Saint-Germain,Montpellier,0:04,CF,20,0:02,Left-footed shot,Kylian MbappÃ©,0,4,0,2
2021/22,TrophÃ©e des Champions,Final,2022-07-31,H,Paris Saint-Germain,FC Nantes,4:00,CF,22',1:00,Right-footed shot	,No assist,4,0,1,0
2021/22,Ligue 1,1,2022-08-06,A,Paris Saint-Germain,Clermont Foot,0:05,CF,80',0:04,Left-footed shot,Neymar,0,5,0,4
2021/22,Ligue 1,1,2022-08-06,A,Paris Saint-Germain,Clermont Foot,0:05,CF,86',0:05,Left-footed shot,Leandro Paredes,0,5,0,5
2022/23,Trophée des Champions,Final,2022-07-31,H,Paris Saint-Germain,FC Nantes,4:00,CF,22',1:00,Right-footed shot,No assist,4,0,1,0
2022/23,Ligue 1,1,2022-08-06,A,Paris Saint-Germain,Clermont Foot  (9.),0:05,CF,80',0:04,Left-footed shot,Neymar,0,5,0,4
2022/23,Ligue 1,1,2022-08-06,A,Paris Saint-Germain,Clermont Foot  (9.),0:05,CF,86',0:05,Left-footed shot,Leandro Paredes,0,5,0,5
2022/23,Ligue 1,3,2022-08-21,A,Paris Saint-Germain,LOSC Lille  (3.),1:07,AM,27',0:02,Right-footed shot,Nuno Mendes,1,7,0,2
2022/23,Champions League,Group Stage,2022-09-14,A,Paris Saint-Germain,Maccabi Haifa,1:03,SS,37',1:01,Left-footed shot,No assist,1,3,1,1
2022/23,Ligue 1,8,2022-09-18,A,Paris Saint-Germain,Olympique Lyon  (5.),0:01,AM,5',0:01,Left-footed shot,Neymar,0,1,0,1
